SETTLEMENTDATE,DUID,SCADAVALUE
2019/08/22 07:35:00,BARCSF1,6.8
2019/08/22 07:35:00,BUTLERSG,9.699999
2019/08/22 07:35:00,CALL_A_4,0.0
2019/08/22 07:35:00,CAPTL_WF,131.66000400000001
2019/08/22 07:35:00,CATHROCK,0.0
2019/08/22 07:35:00,CHALLHWF,40.800003000000004
2019/08/22 07:35:00,CLOVER,-0.01
2019/08/22 07:35:00,CLUNY,19.75967
2019/08/22 07:35:00,CNUNDAWF,34.640411
2019/08/22 07:35:00,CULLRGWF,30.26
2019/08/22 07:35:00,ERGT01,0.0
2019/08/22 07:35:00,GB01,0.058490999999999994
2019/08/22 07:35:00,GERMCRK,37.200001
2019/08/22 07:35:00,GRIFSF1,5.400002
2019/08/22 07:35:00,HUGSF1,3.183
2019/08/22 07:35:00,LKBONNY1,58.85487
2019/08/22 07:35:00,LRSF1,0.039
2019/08/22 07:35:00,MBAHNTH,55.96875
2019/08/22 07:35:00,MLSP1,2.2940009999999997
2019/08/22 07:35:00,MLWF1,14.91
2019/08/22 07:35:00,MTMILLAR,7.850584
2019/08/22 07:35:00,PALOONA,28.539998999999998
2019/08/22 07:35:00,PIONEER,46.799999
2019/08/22 07:35:00,PORTWF,105.400002
2019/08/22 07:35:00,REPULSE,28.930494
2019/08/22 07:35:00,ROWALLAN,10.3873
2019/08/22 07:35:00,ROYALLA1,5.149001
2019/08/22 07:35:00,RPCG,17.299999
2019/08/22 07:35:00,RUBICON,0.0
2019/08/22 07:35:00,SATGN1,0.0
2019/08/22 07:35:00,SATGS1,0.0
2019/08/22 07:35:00,STARHLWF,2.29933
2019/08/22 07:35:00,WAUBRAWF,173.897995
2019/08/22 07:35:00,WOOLNTH1,133.67001299999998
2019/08/22 07:35:00,WPWF,9.0
2019/08/22 07:35:00,YAMBUKWF,24.4
2019/08/22 07:35:00,YSWF1,20.6
2019/08/22 07:35:00,AGLHAL,0.0
2019/08/22 07:35:00,AGLSOM,0.0
2019/08/22 07:35:00,ANGAST1,0.0
2019/08/22 07:35:00,ARWF1,199.40001
2019/08/22 07:35:00,BALBG1,0.0
2019/08/22 07:35:00,BALBL1,0.0
2019/08/22 07:35:00,BALDHWF1,98.787
