SETTLEMENTDATE,DUID,SCADAVALUE
2019/08/19 18:10:00,BARCSF1,1.1
2019/08/19 18:10:00,BUTLERSG,9.799998
2019/08/19 18:10:00,CALL_A_4,0.0
2019/08/19 18:10:00,CAPTL_WF,116.127998
2019/08/19 18:10:00,CATHROCK,33.969997
2019/08/19 18:10:00,CHALLHWF,19.799999
2019/08/19 18:10:00,CLOVER,-0.01
2019/08/19 18:10:00,CLUNY,16.706341000000002
2019/08/19 18:10:00,CNUNDAWF,37.44368
2019/08/19 18:10:00,CULLRGWF,28.059998999999998
2019/08/19 18:10:00,ERGT01,0.0
2019/08/19 18:10:00,GB01,0.067173
2019/08/19 18:10:00,GERMCRK,35.400002
2019/08/19 18:10:00,GRIFSF1,0.0
2019/08/19 18:10:00,HUGSF1,0.012
2019/08/19 18:10:00,LKBONNY1,74.394699
2019/08/19 18:10:00,LRSF1,0.126
2019/08/19 18:10:00,MBAHNTH,58.6875
2019/08/19 18:10:00,MLSP1,0.304001
2019/08/19 18:10:00,MLWF1,10.92
2019/08/19 18:10:00,MTMILLAR,1.7338259999999999
2019/08/19 18:10:00,PALOONA,22.99
2019/08/19 18:10:00,PIONEER,42.200001
2019/08/19 18:10:00,PORTWF,131.600006
2019/08/19 18:10:00,REPULSE,29.329672
2019/08/19 18:10:00,ROWALLAN,9.8619
2019/08/19 18:10:00,ROYALLA1,0.0
2019/08/19 18:10:00,RPCG,-0.9
2019/08/19 18:10:00,RUBICON,0.0
2019/08/19 18:10:00,SATGN1,0.0
2019/08/19 18:10:00,SATGS1,0.0
2019/08/19 18:10:00,STARHLWF,2.599242
2019/08/19 18:10:00,WAUBRAWF,79.69899699999999
2019/08/19 18:10:00,WOOLNTH1,106.65001699999999
2019/08/19 18:10:00,WPWF,29.0
2019/08/19 18:10:00,YAMBUKWF,29.0
2019/08/19 18:10:00,YSWF1,27.200001
2019/08/19 18:10:00,AGLHAL,0.0
2019/08/19 18:10:00,AGLSOM,39.7
2019/08/19 18:10:00,ANGAST1,0.0
2019/08/19 18:10:00,ARWF1,45.4
2019/08/19 18:10:00,BALBG1,11.6
2019/08/19 18:10:00,BALBL1,0.0
2019/08/19 18:10:00,BALDHWF1,103.491
2019/08/19 18:10:00,BANN1,0.0
2019/08/19 18:10:00,BARCALDN,0.0
2019/08/19 18:10:00,BARRON-1,0.0
2019/08/19 18:10:00,BARRON-2,29.0
2019/08/19 18:10:00,BASTYAN,80.26
2019/08/19 18:10:00,BBTHREE1,0.0
2019/08/19 18:10:00,BBTHREE2,0.0
2019/08/19 18:10:00,BBTHREE3,0.0
2019/08/19 18:10:00,BDL01,42.78
2019/08/19 18:10:00,BDL02,44.58
2019/08/19 18:10:00,BERYLSF1,0.0
2019/08/19 18:10:00,BLOWERNG,0.0
2019/08/19 18:10:00,BLUFF1,11.6
2019/08/19 18:10:00,BNGSF1,1.27
2019/08/19 18:10:00,BNGSF2,0.48
2019/08/19 18:10:00,BOCORWF1,111.08
2019/08/19 18:10:00,BODWF1,92.60936
2019/08/19 18:10:00,BRAEMAR1,0.0
2019/08/19 18:10:00,BRAEMAR2,173.40001
2019/08/19 18:10:00,BRAEMAR3,170.60001
2019/08/19 18:10:00,BRAEMAR5,159.78648
2019/08/19 18:10:00,BRAEMAR6,0.0
2019/08/19 18:10:00,BRAEMAR7,160.09869
2019/08/19 18:10:00,BROKENH1,0.0
2019/08/19 18:10:00,BW01,635.47498
2019/08/19 18:10:00,BW02,671.17505
2019/08/19 18:10:00,BW03,642.07495
2019/08/19 18:10:00,BW04,0.0
2019/08/19 18:10:00,CALL_B_1,345.10001
2019/08/19 18:10:00,CALL_B_2,280.30002
2019/08/19 18:10:00,CETHANA,72.91725
2019/08/19 18:10:00,CG1,0.0
2019/08/19 18:10:00,CG2,0.0
2019/08/19 18:10:00,CG3,0.0
2019/08/19 18:10:00,CG4,0.0
2019/08/19 18:10:00,CHILDSF1,0.0
2019/08/19 18:10:00,CLARESF1,0.0
2019/08/19 18:10:00,CLEMGPWF,14.407
2019/08/19 18:10:00,CLERMSF1,0.0
2019/08/19 18:10:00,COLEASF1,0.0
2019/08/19 18:10:00,COOPGWF1,23.649720000000002
2019/08/19 18:10:00,CPP_3,405.35001
2019/08/19 18:10:00,CPP_4,406.17502
2019/08/19 18:10:00,CPSA,141.87437
2019/08/19 18:10:00,CROOKWF2,79.68375
2019/08/19 18:10:00,CROWLWF1,21.5593
2019/08/19 18:10:00,CSPVPS1,0.0
2019/08/19 18:10:00,DALNTH01,5.90677
2019/08/19 18:10:00,DALNTHL1,0.0
2019/08/19 18:10:00,DARTM1,134.5
2019/08/19 18:10:00,DAYDSF1,0.0
2019/08/19 18:10:00,DDPS1,424.02187999999995
2019/08/19 18:10:00,DDSF1,0.0
2019/08/19 18:10:00,DEVILS_G,60.3119
2019/08/19 18:10:00,DG_NSW1,0.0
2019/08/19 18:10:00,DG_QLD1,0.0
2019/08/19 18:10:00,DG_SA1,0.0
2019/08/19 18:10:00,DG_TAS1,0.0
2019/08/19 18:10:00,DG_VIC1,0.0
2019/08/19 18:10:00,DRYCGT1,0.0
2019/08/19 18:10:00,DRYCGT2,0.0
2019/08/19 18:10:00,DRYCGT3,0.0
2019/08/19 18:10:00,EILDON1,0.0
2019/08/19 18:10:00,EILDON2,24.72
2019/08/19 18:10:00,EMERASF1,0.0
2019/08/19 18:10:00,ER01,572.5
2019/08/19 18:10:00,ER02,668.29993
2019/08/19 18:10:00,ER03,654.69995
2019/08/19 18:10:00,ER04,659.02502
2019/08/19 18:10:00,FINLYSF1,0.0
2019/08/19 18:10:00,FISHER,45.93
2019/08/19 18:10:00,GANNBG1,6.37176
2019/08/19 18:10:00,GANNBL1,0.0
2019/08/19 18:10:00,GANNSF1,0.0
2019/08/19 18:10:00,GORDON,120.71248
2019/08/19 18:10:00,GSTONE1,191.09999
2019/08/19 18:10:00,GSTONE2,218.925
2019/08/19 18:10:00,GSTONE3,221.55
2019/08/19 18:10:00,GSTONE4,223.3
2019/08/19 18:10:00,GSTONE5,222.59999
2019/08/19 18:10:00,GSTONE6,0.0
2019/08/19 18:10:00,GULLRSF1,0.0
2019/08/19 18:10:00,GULLRWF1,105.64282
2019/08/19 18:10:00,GUNNING1,46.27466
2019/08/19 18:10:00,GUTHEGA,31.1
2019/08/19 18:10:00,HALLWF1,21.35
2019/08/19 18:10:00,HALLWF2,32.39
2019/08/19 18:10:00,HAMISF1,0.0
2019/08/19 18:10:00,HAUGHT11,0.0
2019/08/19 18:10:00,HAYMSF1,0.0
2019/08/19 18:10:00,HDWF1,37.6
2019/08/19 18:10:00,HDWF2,26.0
2019/08/19 18:10:00,HDWF3,38.6
2019/08/19 18:10:00,HPRG1,10.2
2019/08/19 18:10:00,HPRL1,0.0
2019/08/19 18:10:00,HUMENSW,0.0
2019/08/19 18:10:00,HUMEV,8.6
2019/08/19 18:10:00,HVGTS,0.0
2019/08/19 18:10:00,JBUTTERS,140.06
2019/08/19 18:10:00,JLA01,0.5
2019/08/19 18:10:00,JLA02,0.0
2019/08/19 18:10:00,JLA03,0.1
2019/08/19 18:10:00,JLA04,0.1
2019/08/19 18:10:00,JLB01,0.0
2019/08/19 18:10:00,JLB02,83.6
2019/08/19 18:10:00,JLB03,83.5
2019/08/19 18:10:00,KAREEYA1,21.48
2019/08/19 18:10:00,KAREEYA2,21.6975
2019/08/19 18:10:00,KAREEYA3,0.0
2019/08/19 18:10:00,KAREEYA4,21.57
2019/08/19 18:10:00,KARSF1,0.0
2019/08/19 18:10:00,KIATAWF1,17.6
2019/08/19 18:10:00,KPP_1,0.0
2019/08/19 18:10:00,KSP1,0.0
2019/08/19 18:10:00,LADBROK1,42.7
2019/08/19 18:10:00,LADBROK2,43.17
2019/08/19 18:10:00,LD01,418.89377
2019/08/19 18:10:00,LD02,418.19998
2019/08/19 18:10:00,LD03,417.59995
2019/08/19 18:10:00,LD04,379.38748
2019/08/19 18:10:00,LEM_WIL,75.18359
2019/08/19 18:10:00,LGAPWF1,8.43
2019/08/19 18:10:00,LILYSF1,0.0
2019/08/19 18:10:00,LI_WY_CA,147.60782
2019/08/19 18:10:00,LKBONNY2,145.67381
2019/08/19 18:10:00,LKBONNY3,36.619240000000005
2019/08/19 18:10:00,LK_ECHO,0.0
2019/08/19 18:10:00,LNGS1,0.0
2019/08/19 18:10:00,LNGS2,0.0
2019/08/19 18:10:00,LONSDALE,0.0
2019/08/19 18:10:00,LOYYB1,530.82532
2019/08/19 18:10:00,LOYYB2,582.33038
2019/08/19 18:10:00,LYA1,558.0
2019/08/19 18:10:00,LYA2,0.0
