SETTLEMENTDATE,DUID,SCADAVALUE
2019/08/22 10:20:00,BARCSF1,18.0
2019/08/22 10:20:00,BUTLERSG,9.599998
2019/08/22 10:20:00,CALL_A_4,0.0
2019/08/22 10:20:00,CAPTL_WF,51.059998
2019/08/22 10:20:00,CATHROCK,0.0
2019/08/22 10:20:00,CHALLHWF,39.200001
2019/08/22 10:20:00,CLOVER,-0.01
2019/08/22 10:20:00,CLUNY,19.959259
2019/08/22 10:20:00,CNUNDAWF,17.620556
2019/08/22 10:20:00,CULLRGWF,30.32
2019/08/22 10:20:00,ERGT01,0.0
2019/08/22 10:20:00,GB01,0.05275
2019/08/22 10:20:00,GERMCRK,31.5
2019/08/22 10:20:00,GRIFSF1,22.699997
2019/08/22 10:20:00,HUGSF1,8.993
2019/08/22 10:20:00,LKBONNY1,24.381456
2019/08/22 10:20:00,LRSF1,0.039
2019/08/22 10:20:00,MBAHNTH,55.91250600000001
2019/08/22 10:20:00,MLSP1,9.934001
2019/08/22 10:20:00,MLWF1,16.395
2019/08/22 10:20:00,MTMILLAR,1.845445
2019/08/22 10:20:00,PALOONA,28.719998999999998
2019/08/22 10:20:00,PIONEER,41.799999
2019/08/22 10:20:00,PORTWF,62.400002
2019/08/22 10:20:00,REPULSE,28.930494
2019/08/22 10:20:00,ROWALLAN,10.3731
2019/08/22 10:20:00,ROYALLA1,18.144001
2019/08/22 10:20:00,RPCG,10.6
2019/08/22 10:20:00,RUBICON,0.0
2019/08/22 10:20:00,SATGN1,0.0
2019/08/22 10:20:00,SATGS1,0.0
2019/08/22 10:20:00,STARHLWF,0.299913
2019/08/22 10:20:00,WAUBRAWF,180.602005
2019/08/22 10:20:00,WOOLNTH1,122.64001499999999
2019/08/22 10:20:00,WPWF,3.0
2019/08/22 10:20:00,YAMBUKWF,23.799999
2019/08/22 10:20:00,YSWF1,23.700001
2019/08/22 10:20:00,AGLHAL,0.0
2019/08/22 10:20:00,AGLSOM,0.0
2019/08/22 10:20:00,ANGAST1,0.0
2019/08/22 10:20:00,ARWF1,207.7
2019/08/22 10:20:00,BALBG1,8.78
2019/08/22 10:20:00,BALBL1,0.0
2019/08/22 10:20:00,BALDHWF1,99.219
2019/08/22 10:20:00,BANN1,19.99
2019/08/22 10:20:00,BARCALDN,0.0
2019/08/22 10:20:00,BARRON-1,0.0
2019/08/22 10:20:00,BARRON-2,28.12
2019/08/22 10:20:00,BASTYAN,77.65001
2019/08/22 10:20:00,BBTHREE1,-1.89
2019/08/22 10:20:00,BBTHREE2,-1.95
2019/08/22 10:20:00,BBTHREE3,-1.02
2019/08/22 10:20:00,BDL01,0.0
2019/08/22 10:20:00,BDL02,-0.06
2019/08/22 10:20:00,BERYLSF1,26.1
2019/08/22 10:20:00,BLOWERNG,0.0
2019/08/22 10:20:00,BLUFF1,4.6
2019/08/22 10:20:00,BNGSF1,39.02
2019/08/22 10:20:00,BNGSF2,19.81
2019/08/22 10:20:00,BOCORWF1,99.54
2019/08/22 10:20:00,BODWF1,104.94913000000001
2019/08/22 10:20:00,BRAEMAR1,0.0
2019/08/22 10:20:00,BRAEMAR2,0.0
2019/08/22 10:20:00,BRAEMAR3,0.0
2019/08/22 10:20:00,BRAEMAR5,0.0
2019/08/22 10:20:00,BRAEMAR6,0.0
2019/08/22 10:20:00,BRAEMAR7,0.0
2019/08/22 10:20:00,BROKENH1,16.89551
2019/08/22 10:20:00,BW01,496.65002000000004
2019/08/22 10:20:00,BW02,521.125
2019/08/22 10:20:00,BW03,546.07495
2019/08/22 10:20:00,BW04,0.0
2019/08/22 10:20:00,CALL_B_1,275.20001
2019/08/22 10:20:00,CALL_B_2,279.70001
2019/08/22 10:20:00,CETHANA,98.00488
2019/08/22 10:20:00,CG1,0.0
2019/08/22 10:20:00,CG2,0.0
2019/08/22 10:20:00,CG3,0.0
2019/08/22 10:20:00,CG4,0.0
2019/08/22 10:20:00,CHILDSF1,40.12
2019/08/22 10:20:00,CLARESF1,2.0143400000000002
2019/08/22 10:20:00,CLEMGPWF,-0.21611
2019/08/22 10:20:00,CLERMSF1,0.99
2019/08/22 10:20:00,COLEASF1,51.8
2019/08/22 10:20:00,COOPGWF1,32.13273
2019/08/22 10:20:00,CPP_3,406.45001
2019/08/22 10:20:00,CPP_4,250.52501
2019/08/22 10:20:00,CPSA,91.85562
2019/08/22 10:20:00,CROOKWF2,81.52376
2019/08/22 10:20:00,CROWLWF1,45.92026
2019/08/22 10:20:00,CSPVPS1,32.023
2019/08/22 10:20:00,DALNTH01,0.36774
2019/08/22 10:20:00,DALNTHL1,0.0
2019/08/22 10:20:00,DARTM1,134.3
2019/08/22 10:20:00,DAYDSF1,0.0
2019/08/22 10:20:00,DDPS1,0.0
2019/08/22 10:20:00,DDSF1,78.93811
2019/08/22 10:20:00,DEVILS_G,0.0
2019/08/22 10:20:00,DG_NSW1,0.0
2019/08/22 10:20:00,DG_QLD1,0.0
2019/08/22 10:20:00,DG_SA1,0.0
2019/08/22 10:20:00,DG_TAS1,0.0
2019/08/22 10:20:00,DG_VIC1,0.0
2019/08/22 10:20:00,DRYCGT1,0.0
2019/08/22 10:20:00,DRYCGT2,0.0
2019/08/22 10:20:00,DRYCGT3,0.0
2019/08/22 10:20:00,EILDON1,0.0
2019/08/22 10:20:00,EILDON2,0.0
2019/08/22 10:20:00,EMERASF1,62.93
2019/08/22 10:20:00,ER01,414.44995
2019/08/22 10:20:00,ER02,431.05005
2019/08/22 10:20:00,ER03,699.2251
2019/08/22 10:20:00,ER04,437.45007000000004
2019/08/22 10:20:00,FINLYSF1,3.68719
2019/08/22 10:20:00,FISHER,46.52
2019/08/22 10:20:00,GANNBG1,5.47759
2019/08/22 10:20:00,GANNBL1,0.0
2019/08/22 10:20:00,GANNSF1,43.4
2019/08/22 10:20:00,GORDON,29.354640000000003
2019/08/22 10:20:00,GSTONE1,117.25
2019/08/22 10:20:00,GSTONE2,110.25
2019/08/22 10:20:00,GSTONE3,116.9
2019/08/22 10:20:00,GSTONE4,133.7
2019/08/22 10:20:00,GSTONE5,148.925
2019/08/22 10:20:00,GSTONE6,0.0
2019/08/22 10:20:00,GULLRSF1,2.44727
2019/08/22 10:20:00,GULLRWF1,135.99329
2019/08/22 10:20:00,GUNNING1,42.93813
2019/08/22 10:20:00,GUTHEGA,0.0
2019/08/22 10:20:00,HALLWF1,5.21
2019/08/22 10:20:00,HALLWF2,6.47
2019/08/22 10:20:00,HAMISF1,46.9
2019/08/22 10:20:00,HAUGHT11,49.958909999999996
2019/08/22 10:20:00,HAYMSF1,40.905
2019/08/22 10:20:00,HDWF1,15.3
2019/08/22 10:20:00,HDWF2,19.6
2019/08/22 10:20:00,HDWF3,19.7
2019/08/22 10:20:00,HPRG1,0.0
2019/08/22 10:20:00,HPRL1,0.1
2019/08/22 10:20:00,HUMENSW,0.0
2019/08/22 10:20:00,HUMEV,12.5
2019/08/22 10:20:00,HVGTS,0.0
2019/08/22 10:20:00,JBUTTERS,142.03999
2019/08/22 10:20:00,JLA01,0.5
2019/08/22 10:20:00,JLA02,0.0
