SETTLEMENTDATE,DUID,SCADAVALUE
2019/08/23 05:05:00,BARCSF1,0.0
2019/08/23 05:05:00,BUTLERSG,9.699999
2019/08/23 05:05:00,CALL_A_4,0.0
2019/08/23 05:05:00,CAPTL_WF,0.0
2019/08/23 05:05:00,CATHROCK,48.209998999999996
2019/08/23 05:05:00,CHALLHWF,0.0
2019/08/23 05:05:00,CLOVER,-0.01
2019/08/23 05:05:00,CLUNY,20.330969
2019/08/23 05:05:00,CNUNDAWF,4.004672
2019/08/23 05:05:00,CULLRGWF,4.83
2019/08/23 05:05:00,ERGT01,0.0
2019/08/23 05:05:00,GB01,0.061127
2019/08/23 05:05:00,GERMCRK,38.200001
2019/08/23 05:05:00,GRIFSF1,0.0
2019/08/23 05:05:00,HUGSF1,-0.237
2019/08/23 05:05:00,LKBONNY1,3.7509930000000002
2019/08/23 05:05:00,LRSF1,-0.013
2019/08/23 05:05:00,MBAHNTH,55.63125600000001
2019/08/23 05:05:00,MLSP1,0.180001
2019/08/23 05:05:00,MLWF1,1.02
2019/08/23 05:05:00,MTMILLAR,16.705744
2019/08/23 05:05:00,PALOONA,30.41
2019/08/23 05:05:00,PIONEER,47.5
2019/08/23 05:05:00,PORTWF,36.099998
2019/08/23 05:05:00,REPULSE,28.980545000000003
2019/08/23 05:05:00,ROWALLAN,10.4867
2019/08/23 05:05:00,ROYALLA1,0.0
2019/08/23 05:05:00,RPCG,10.5
2019/08/23 05:05:00,RUBICON,0.0
2019/08/23 05:05:00,SATGN1,0.0
2019/08/23 05:05:00,SATGS1,0.0
2019/08/23 05:05:00,STARHLWF,2.0993880000000003
2019/08/23 05:05:00,WAUBRAWF,7.502
2019/08/23 05:05:00,WOOLNTH1,27.360015999999998
2019/08/23 05:05:00,WPWF,9.0
2019/08/23 05:05:00,YAMBUKWF,2.8
2019/08/23 05:05:00,YSWF1,0.5
2019/08/23 05:05:00,AGLHAL,0.0
2019/08/23 05:05:00,AGLSOM,0.0
2019/08/23 05:05:00,ANGAST1,0.0
2019/08/23 05:05:00,ARWF1,-1.1
2019/08/23 05:05:00,BALBG1,0.0
2019/08/23 05:05:00,BALBL1,8.96
2019/08/23 05:05:00,BALDHWF1,8.798
2019/08/23 05:05:00,BANN1,0.0
2019/08/23 05:05:00,BARCALDN,0.0
2019/08/23 05:05:00,BARRON-1,0.0
2019/08/23 05:05:00,BARRON-2,0.0
2019/08/23 05:05:00,BASTYAN,78.31000999999999
2019/08/23 05:05:00,BBTHREE1,-1.83
2019/08/23 05:05:00,BBTHREE2,-1.91
2019/08/23 05:05:00,BBTHREE3,0.0
2019/08/23 05:05:00,BDL01,0.0
2019/08/23 05:05:00,BDL02,0.0
2019/08/23 05:05:00,BERYLSF1,-0.19032000000000002
2019/08/23 05:05:00,BLOWERNG,0.0
2019/08/23 05:05:00,BLUFF1,8.6
2019/08/23 05:05:00,BNGSF1,0.0
2019/08/23 05:05:00,BNGSF2,0.0
2019/08/23 05:05:00,BOCORWF1,20.57
2019/08/23 05:05:00,BODWF1,47.62075
2019/08/23 05:05:00,BRAEMAR1,0.0
2019/08/23 05:05:00,BRAEMAR2,0.0
2019/08/23 05:05:00,BRAEMAR3,0.0
2019/08/23 05:05:00,BRAEMAR5,0.0
2019/08/23 05:05:00,BRAEMAR6,0.0
2019/08/23 05:05:00,BRAEMAR7,0.0
2019/08/23 05:05:00,BROKENH1,0.0
2019/08/23 05:05:00,BW01,609.19995
2019/08/23 05:05:00,BW02,620.07507
2019/08/23 05:05:00,BW03,630.4751
2019/08/23 05:05:00,BW04,0.0
2019/08/23 05:05:00,CALL_B_1,340.70001
2019/08/23 05:05:00,CALL_B_2,348.60001
2019/08/23 05:05:00,CETHANA,97.16663
2019/08/23 05:05:00,CG1,0.0
2019/08/23 05:05:00,CG2,0.0
2019/08/23 05:05:00,CG3,0.0
2019/08/23 05:05:00,CG4,0.0
2019/08/23 05:05:00,CHILDSF1,0.0
2019/08/23 05:05:00,CLARESF1,0.0
2019/08/23 05:05:00,CLEMGPWF,31.04709
2019/08/23 05:05:00,CLERMSF1,0.0
2019/08/23 05:05:00,COLEASF1,0.0
2019/08/23 05:05:00,COOPGWF1,11.324539999999999
2019/08/23 05:05:00,CPP_3,405.625
2019/08/23 05:05:00,CPP_4,405.07501
2019/08/23 05:05:00,CPSA,142.52625
2019/08/23 05:05:00,CROOKWF2,0.80625
2019/08/23 05:05:00,CROWLWF1,1.8227200000000001
2019/08/23 05:05:00,CSPVPS1,0.0
2019/08/23 05:05:00,DALNTH01,0.0
2019/08/23 05:05:00,DALNTHL1,0.06256
2019/08/23 05:05:00,DARTM1,0.0
2019/08/23 05:05:00,DAYDSF1,0.0
2019/08/23 05:05:00,DDPS1,255.73985
2019/08/23 05:05:00,DDSF1,0.0
2019/08/23 05:05:00,DEVILS_G,0.0
2019/08/23 05:05:00,DG_NSW1,0.0
2019/08/23 05:05:00,DG_QLD1,0.0
2019/08/23 05:05:00,DG_SA1,0.0
2019/08/23 05:05:00,DG_TAS1,0.0
2019/08/23 05:05:00,DG_VIC1,0.0
2019/08/23 05:05:00,DRYCGT1,0.0
2019/08/23 05:05:00,DRYCGT2,0.0
2019/08/23 05:05:00,DRYCGT3,0.0
2019/08/23 05:05:00,EILDON1,0.0
2019/08/23 05:05:00,EILDON2,0.0
2019/08/23 05:05:00,EMERASF1,0.0
2019/08/23 05:05:00,ER01,488.07495
2019/08/23 05:05:00,ER02,481.77502000000004
2019/08/23 05:05:00,ER03,445.375
2019/08/23 05:05:00,ER04,489.47497999999996
2019/08/23 05:05:00,FINLYSF1,0.0
2019/08/23 05:05:00,FISHER,45.96
2019/08/23 05:05:00,GANNBG1,0.0
2019/08/23 05:05:00,GANNBL1,9.10038
2019/08/23 05:05:00,GANNSF1,0.0
2019/08/23 05:05:00,GORDON,102.40215
2019/08/23 05:05:00,GSTONE1,204.925
2019/08/23 05:05:00,GSTONE2,204.22499
2019/08/23 05:05:00,GSTONE3,203.875
2019/08/23 05:05:00,GSTONE4,203.875
2019/08/23 05:05:00,GSTONE5,203.875
2019/08/23 05:05:00,GSTONE6,0.0
2019/08/23 05:05:00,GULLRSF1,0.0
2019/08/23 05:05:00,GULLRWF1,18.22662
2019/08/23 05:05:00,GUNNING1,7.1122
2019/08/23 05:05:00,GUTHEGA,0.0
2019/08/23 05:05:00,HALLWF1,37.04
2019/08/23 05:05:00,HALLWF2,15.95
2019/08/23 05:05:00,HAMISF1,0.0
2019/08/23 05:05:00,HAUGHT11,0.0
2019/08/23 05:05:00,HAYMSF1,0.0
2019/08/23 05:05:00,HDWF1,51.6
2019/08/23 05:05:00,HDWF2,56.4
2019/08/23 05:05:00,HDWF3,56.9
2019/08/23 05:05:00,HPRG1,0.0
2019/08/23 05:05:00,HPRL1,39.7
2019/08/23 05:05:00,HUMENSW,0.0
2019/08/23 05:05:00,HUMEV,8.3
2019/08/23 05:05:00,HVGTS,0.0
2019/08/23 05:05:00,JBUTTERS,139.91
2019/08/23 05:05:00,JLA01,0.1
2019/08/23 05:05:00,JLA02,0.0
2019/08/23 05:05:00,JLA03,0.1
2019/08/23 05:05:00,JLA04,0.1
2019/08/23 05:05:00,JLB01,0.0
2019/08/23 05:05:00,JLB02,0.1
2019/08/23 05:05:00,JLB03,0.0
2019/08/23 05:05:00,KAREEYA1,21.4675
2019/08/23 05:05:00,KAREEYA2,21.6425
2019/08/23 05:05:00,KAREEYA3,0.0
2019/08/23 05:05:00,KAREEYA4,21.66
2019/08/23 05:05:00,KARSF1,0.0
2019/08/23 05:05:00,KIATAWF1,0.6
2019/08/23 05:05:00,KPP_1,0.0
2019/08/23 05:05:00,KSP1,0.0
