SETTLEMENTDATE,DUID,SCADAVALUE
2019/08/19 19:15:00,BARCSF1,1.1
2019/08/19 19:15:00,BUTLERSG,9.799998
2019/08/19 19:15:00,CALL_A_4,0.0
2019/08/19 19:15:00,CAPTL_WF,130.287994
2019/08/19 19:15:00,CATHROCK,36.279999
2019/08/19 19:15:00,CHALLHWF,18.200001
2019/08/19 19:15:00,CLOVER,-0.01
2019/08/19 19:15:00,CLUNY,12.206453999999999
2019/08/19 19:15:00,CNUNDAWF,35.941928999999995
2019/08/19 19:15:00,CULLRGWF,30.02
2019/08/19 19:15:00,ERGT01,0.0
2019/08/19 19:15:00,GB01,0.065586
2019/08/19 19:15:00,GERMCRK,36.900002
2019/08/19 19:15:00,GRIFSF1,0.0
2019/08/19 19:15:00,HUGSF1,-0.188
2019/08/19 19:15:00,LKBONNY1,58.497631000000005
2019/08/19 19:15:00,LRSF1,0.024
2019/08/19 19:15:00,MBAHNTH,54.65625
2019/08/19 19:15:00,MLSP1,0.304001
2019/08/19 19:15:00,MLWF1,10.08
2019/08/19 19:15:00,MTMILLAR,4.211782
2019/08/19 19:15:00,PALOONA,12.82
2019/08/19 19:15:00,PIONEER,39.100002
2019/08/19 19:15:00,PORTWF,135.300003
2019/08/19 19:15:00,REPULSE,29.412679999999998
2019/08/19 19:15:00,ROWALLAN,9.9116
2019/08/19 19:15:00,ROYALLA1,0.0
2019/08/19 19:15:00,RPCG,-2.1
2019/08/19 19:15:00,RUBICON,0.0
2019/08/19 19:15:00,SATGN1,0.0
2019/08/19 19:15:00,SATGS1,0.0
2019/08/19 19:15:00,STARHLWF,6.897988000000001
2019/08/19 19:15:00,WAUBRAWF,98.370003
2019/08/19 19:15:00,WOOLNTH1,126.37001799999999
2019/08/19 19:15:00,WPWF,27.0
2019/08/19 19:15:00,YAMBUKWF,28.9
2019/08/19 19:15:00,YSWF1,25.700001
2019/08/19 19:15:00,AGLHAL,0.0
2019/08/19 19:15:00,AGLSOM,39.7
2019/08/19 19:15:00,ANGAST1,0.0
2019/08/19 19:15:00,ARWF1,18.8
2019/08/19 19:15:00,BALBG1,0.0
2019/08/19 19:15:00,BALBL1,0.0
2019/08/19 19:15:00,BALDHWF1,103.104
2019/08/19 19:15:00,BANN1,0.0
2019/08/19 19:15:00,BARCALDN,0.0
2019/08/19 19:15:00,BARRON-1,0.0
2019/08/19 19:15:00,BARRON-2,27.96
2019/08/19 19:15:00,BASTYAN,80.17000999999999
2019/08/19 19:15:00,BBTHREE1,0.0
2019/08/19 19:15:00,BBTHREE2,0.0
2019/08/19 19:15:00,BBTHREE3,0.0
2019/08/19 19:15:00,BDL01,42.6
2019/08/19 19:15:00,BDL02,44.52
2019/08/19 19:15:00,BERYLSF1,0.0
2019/08/19 19:15:00,BLOWERNG,0.0
2019/08/19 19:15:00,BLUFF1,15.9
2019/08/19 19:15:00,BNGSF1,0.0
2019/08/19 19:15:00,BNGSF2,0.0
2019/08/19 19:15:00,BOCORWF1,106.05
2019/08/19 19:15:00,BODWF1,63.40288
2019/08/19 19:15:00,BRAEMAR1,0.0
2019/08/19 19:15:00,BRAEMAR2,173.20001000000002
2019/08/19 19:15:00,BRAEMAR3,171.60001
2019/08/19 19:15:00,BRAEMAR5,130.15761
2019/08/19 19:15:00,BRAEMAR6,0.0
2019/08/19 19:15:00,BRAEMAR7,130.60072
2019/08/19 19:15:00,BROKENH1,0.0
2019/08/19 19:15:00,BW01,630.19995
2019/08/19 19:15:00,BW02,633.34998
2019/08/19 19:15:00,BW03,637.125
2019/08/19 19:15:00,BW04,0.0
2019/08/19 19:15:00,CALL_B_1,339.5
2019/08/19 19:15:00,CALL_B_2,279.39999
2019/08/19 19:15:00,CETHANA,72.73763000000001
2019/08/19 19:15:00,CG1,0.0
2019/08/19 19:15:00,CG2,0.0
2019/08/19 19:15:00,CG3,0.0
2019/08/19 19:15:00,CG4,0.0
2019/08/19 19:15:00,CHILDSF1,0.0
2019/08/19 19:15:00,CLARESF1,0.0
2019/08/19 19:15:00,CLEMGPWF,8.93234
2019/08/19 19:15:00,CLERMSF1,0.0
2019/08/19 19:15:00,COLEASF1,0.0
2019/08/19 19:15:00,COOPGWF1,30.415229999999998
2019/08/19 19:15:00,CPP_3,404.80002
2019/08/19 19:15:00,CPP_4,406.17502
2019/08/19 19:15:00,CPSA,141.88812
2019/08/19 19:15:00,CROOKWF2,65.69376
2019/08/19 19:15:00,CROWLWF1,27.530240000000003
2019/08/19 19:15:00,CSPVPS1,0.0
2019/08/19 19:15:00,DALNTH01,6.01358
2019/08/19 19:15:00,DALNTHL1,0.0
2019/08/19 19:15:00,DARTM1,132.10001
2019/08/19 19:15:00,DAYDSF1,0.0
2019/08/19 19:15:00,DDPS1,590.69385
2019/08/19 19:15:00,DDSF1,0.0
2019/08/19 19:15:00,DEVILS_G,59.40855
2019/08/19 19:15:00,DG_NSW1,0.0
2019/08/19 19:15:00,DG_QLD1,0.0
2019/08/19 19:15:00,DG_SA1,0.0
2019/08/19 19:15:00,DG_TAS1,0.0
2019/08/19 19:15:00,DG_VIC1,0.0
2019/08/19 19:15:00,DRYCGT1,0.0
2019/08/19 19:15:00,DRYCGT2,0.0
2019/08/19 19:15:00,DRYCGT3,0.0
2019/08/19 19:15:00,EILDON1,0.0
2019/08/19 19:15:00,EILDON2,37.24
2019/08/19 19:15:00,EMERASF1,0.0
2019/08/19 19:15:00,ER01,574.09998
2019/08/19 19:15:00,ER02,684.0
2019/08/19 19:15:00,ER03,684.52502
2019/08/19 19:15:00,ER04,682.47498
2019/08/19 19:15:00,FINLYSF1,0.0
2019/08/19 19:15:00,FISHER,45.67
2019/08/19 19:15:00,GANNBG1,0.00015
2019/08/19 19:15:00,GANNBL1,0.0
2019/08/19 19:15:00,GANNSF1,0.0
2019/08/19 19:15:00,GORDON,106.56799
2019/08/19 19:15:00,GSTONE1,187.95
2019/08/19 19:15:00,GSTONE2,219.8
2019/08/19 19:15:00,GSTONE3,218.22499
2019/08/19 19:15:00,GSTONE4,217.0
2019/08/19 19:15:00,GSTONE5,216.125
2019/08/19 19:15:00,GSTONE6,0.0
2019/08/19 19:15:00,GULLRSF1,0.0
2019/08/19 19:15:00,GULLRWF1,108.39728000000001
2019/08/19 19:15:00,GUNNING1,38.62562
2019/08/19 19:15:00,GUTHEGA,30.9
2019/08/19 19:15:00,HALLWF1,46.99
2019/08/19 19:15:00,HALLWF2,30.82
2019/08/19 19:15:00,HAMISF1,0.0
2019/08/19 19:15:00,HAUGHT11,0.0
2019/08/19 19:15:00,HAYMSF1,0.0
2019/08/19 19:15:00,HDWF1,35.1
2019/08/19 19:15:00,HDWF2,27.6
2019/08/19 19:15:00,HDWF3,29.6
2019/08/19 19:15:00,HPRG1,0.2
2019/08/19 19:15:00,HPRL1,0.0
2019/08/19 19:15:00,HUMENSW,0.0
2019/08/19 19:15:00,HUMEV,8.1
2019/08/19 19:15:00,HVGTS,0.0
2019/08/19 19:15:00,JBUTTERS,136.06
2019/08/19 19:15:00,JLA01,0.5
2019/08/19 19:15:00,JLA02,54.0
2019/08/19 19:15:00,JLA03,0.1
2019/08/19 19:15:00,JLA04,0.1
2019/08/19 19:15:00,JLB01,0.0
2019/08/19 19:15:00,JLB02,63.2
2019/08/19 19:15:00,JLB03,63.5
2019/08/19 19:15:00,KAREEYA1,21.525
2019/08/19 19:15:00,KAREEYA2,21.63
2019/08/19 19:15:00,KAREEYA3,0.0
2019/08/19 19:15:00,KAREEYA4,21.5875
2019/08/19 19:15:00,KARSF1,0.0
2019/08/19 19:15:00,KIATAWF1,28.2
2019/08/19 19:15:00,KPP_1,0.0
2019/08/19 19:15:00,KSP1,0.0
2019/08/19 19:15:00,LADBROK1,43.16
2019/08/19 19:15:00,LADBROK2,42.54
2019/08/19 19:15:00,LD01,415.19998
2019/08/19 19:15:00,LD02,418.46255
2019/08/19 19:15:00,LD03,416.10004
2019/08/19 19:15:00,LD04,375.65625
2019/08/19 19:15:00,LEM_WIL,72.64995
2019/08/19 19:15:00,LGAPWF1,6.93
2019/08/19 19:15:00,LILYSF1,0.0
2019/08/19 19:15:00,LI_WY_CA,142.61862
2019/08/19 19:15:00,LKBONNY2,134.21983
2019/08/19 19:15:00,LKBONNY3,35.11205
2019/08/19 19:15:00,LK_ECHO,0.0
2019/08/19 19:15:00,LNGS1,0.0
2019/08/19 19:15:00,LNGS2,0.0
2019/08/19 19:15:00,LONSDALE,0.0
2019/08/19 19:15:00,LOYYB1,529.3215299999999
2019/08/19 19:15:00,LOYYB2,578.9468400000001
2019/08/19 19:15:00,LYA1,559.0
2019/08/19 19:15:00,LYA2,0.0
2019/08/19 19:15:00,LYA3,561.0
2019/08/19 19:15:00,LYA4,540.0
2019/08/19 19:15:00,MACARTH1,211.9951
2019/08/19 19:15:00,MACKAYGT,0.0
2019/08/19 19:15:00,MACKNTSH,84.79001
2019/08/19 19:15:00,MANSLR1,0.0
2019/08/19 19:15:00,MCKAY1,0.02
2019/08/19 19:15:00,MEADOWBK,33.95304
2019/08/19 19:15:00,MERCER01,58.578990000000005
2019/08/19 19:15:00,MEWF1,137.29793
2019/08/19 19:15:00,MINTARO,0.0
2019/08/19 19:15:00,MOREESF1,0.0
2019/08/19 19:15:00,MORTLK11,259.0
2019/08/19 19:15:00,MORTLK12,0.0
2019/08/19 19:15:00,MP1,380.79992999999996
2019/08/19 19:15:00,MP2,0.0
2019/08/19 19:15:00,MPP_1,423.5
2019/08/19 19:15:00,MPP_2,434.75
2019/08/19 19:15:00,MSTUART1,0.0
2019/08/19 19:15:00,MSTUART2,0.0
2019/08/19 19:15:00,MSTUART3,0.0
2019/08/19 19:15:00,MTGELWF1,64.23841
2019/08/19 19:15:00,MURRAY,113.5
2019/08/19 19:15:00,MUSSELR1,166.29998999999998
2019/08/19 19:15:00,MUWAWF1,59.01
2019/08/19 19:15:00,NBHWF1,29.2
2019/08/19 19:15:00,NPS,508.5
2019/08/19 19:15:00,NUMURSF1,0.0
2019/08/19 19:15:00,NYNGAN1,0.0
2019/08/19 19:15:00,OAKEY1,0.0
2019/08/19 19:15:00,OAKEY1SF,0.05
2019/08/19 19:15:00,OAKEY2,0.0
2019/08/19 19:15:00,OAKLAND1,46.4
2019/08/19 19:15:00,OSB-AG,184.19
2019/08/19 19:15:00,PARSF1,0.0
2019/08/19 19:15:00,POAT110,42.22616
2019/08/19 19:15:00,POAT220,143.99023
2019/08/19 19:15:00,POR01,0.0
2019/08/19 19:15:00,POR03,0.0
2019/08/19 19:15:00,PPCCGT,497.69577000000004
2019/08/19 19:15:00,PTSTAN1,0.0
2019/08/19 19:15:00,PUMP1,0.0
2019/08/19 19:15:00,PUMP2,0.0
2019/08/19 19:15:00,QPS1,29.0
2019/08/19 19:15:00,QPS2,0.0
2019/08/19 19:15:00,QPS3,23.8
2019/08/19 19:15:00,QPS4,23.9
2019/08/19 19:15:00,QPS5,0.0
2019/08/19 19:15:00,REECE1,113.97001000000002
2019/08/19 19:15:00,REECE2,111.79001000000001
2019/08/19 19:15:00,ROMA_7,0.0
2019/08/19 19:15:00,ROMA_8,0.0
2019/08/19 19:15:00,RRSF1,0.0
2019/08/19 19:15:00,RT_NSW1,0.0
2019/08/19 19:15:00,RT_NSW2,0.0
2019/08/19 19:15:00,RT_NSW3,0.0
2019/08/19 19:15:00,RT_NSW4,0.0
2019/08/19 19:15:00,RT_NSW5,0.0
2019/08/19 19:15:00,RT_NSW6,0.0
2019/08/19 19:15:00,RT_QLD1,0.0
2019/08/19 19:15:00,RT_SA1,0.0
2019/08/19 19:15:00,RT_SA2,0.0
2019/08/19 19:15:00,RT_SA3,0.0
2019/08/19 19:15:00,RT_SA4,0.0
2019/08/19 19:15:00,RT_SA5,0.0
2019/08/19 19:15:00,RT_SA6,0.0
2019/08/19 19:15:00,RT_TAS1,0.0
2019/08/19 19:15:00,RT_VIC1,0.0
2019/08/19 19:15:00,RT_VIC10,0.0
2019/08/19 19:15:00,RT_VIC11,0.0
2019/08/19 19:15:00,RT_VIC12,0.0
2019/08/19 19:15:00,RT_VIC2,0.0
2019/08/19 19:15:00,RT_VIC3,0.0
2019/08/19 19:15:00,RT_VIC4,0.0
2019/08/19 19:15:00,RT_VIC5,0.0
