SETTLEMENTDATE,DUID,SCADAVALUE
2019/08/21 12:00:00,BARCSF1,17.800001
2019/08/21 12:00:00,BUTLERSG,9.599998
2019/08/21 12:00:00,CALL_A_4,0.0
2019/08/21 12:00:00,CAPTL_WF,128.720001
2019/08/21 12:00:00,CATHROCK,20.909998
2019/08/21 12:00:00,CHALLHWF,27.0
2019/08/21 12:00:00,CLOVER,-0.01
2019/08/21 12:00:00,CLUNY,20.231174
2019/08/21 12:00:00,CNUNDAWF,29.434338
2019/08/21 12:00:00,CULLRGWF,30.299999
2019/08/21 12:00:00,ERGT01,0.0
2019/08/21 12:00:00,GB01,0.066833
2019/08/21 12:00:00,GERMCRK,35.200001
2019/08/21 12:00:00,GRIFSF1,9.800003
2019/08/21 12:00:00,HUGSF1,8.949
2019/08/21 12:00:00,LKBONNY1,51.084957
2019/08/21 12:00:00,LRSF1,12.533000999999999
2019/08/21 12:00:00,MBAHNTH,55.856246999999996
2019/08/21 12:00:00,MLSP1,11.172001
2019/08/21 12:00:00,MLWF1,16.08
2019/08/21 12:00:00,MTMILLAR,6.659974000000001
2019/08/21 12:00:00,PALOONA,25.609999
2019/08/21 12:00:00,PIONEER,42.299999
2019/08/21 12:00:00,PORTWF,121.300003
2019/08/21 12:00:00,REPULSE,28.954909999999998
2019/08/21 12:00:00,ROWALLAN,10.2737
2019/08/21 12:00:00,ROYALLA1,18.157001
2019/08/21 12:00:00,RPCG,12.4
2019/08/21 12:00:00,RUBICON,0.0
2019/08/21 12:00:00,SATGN1,0.0
2019/08/21 12:00:00,SATGS1,0.0
2019/08/21 12:00:00,STARHLWF,5.698339
2019/08/21 12:00:00,WAUBRAWF,171.130997
2019/08/21 12:00:00,WOOLNTH1,124.38002
2019/08/21 12:00:00,WPWF,51.0
2019/08/21 12:00:00,YAMBUKWF,29.1
2019/08/21 12:00:00,YSWF1,28.299999
2019/08/21 12:00:00,AGLHAL,0.0
2019/08/21 12:00:00,AGLSOM,0.0
2019/08/21 12:00:00,ANGAST1,0.0
2019/08/21 12:00:00,ARWF1,195.90001
2019/08/21 12:00:00,BALBG1,0.0
2019/08/21 12:00:00,BALBL1,0.0
2019/08/21 12:00:00,BALDHWF1,100.809
2019/08/21 12:00:00,BANN1,40.89
2019/08/21 12:00:00,BARCALDN,0.0
2019/08/21 12:00:00,BARRON-1,0.0
2019/08/21 12:00:00,BARRON-2,0.0
2019/08/21 12:00:00,BASTYAN,78.74001
2019/08/21 12:00:00,BBTHREE1,-1.9
2019/08/21 12:00:00,BBTHREE2,-1.92
2019/08/21 12:00:00,BBTHREE3,-1.06
2019/08/21 12:00:00,BDL01,0.0
2019/08/21 12:00:00,BDL02,0.0
2019/08/21 12:00:00,BERYLSF1,66.2206
2019/08/21 12:00:00,BLOWERNG,0.0
2019/08/21 12:00:00,BLUFF1,22.3
2019/08/21 12:00:00,BNGSF1,76.94
2019/08/21 12:00:00,BNGSF2,19.98
2019/08/21 12:00:00,BOCORWF1,69.76
2019/08/21 12:00:00,BODWF1,83.44402
2019/08/21 12:00:00,BRAEMAR1,0.0
2019/08/21 12:00:00,BRAEMAR2,0.0
2019/08/21 12:00:00,BRAEMAR3,0.0
2019/08/21 12:00:00,BRAEMAR5,0.0
2019/08/21 12:00:00,BRAEMAR6,0.0
2019/08/21 12:00:00,BRAEMAR7,0.0
2019/08/21 12:00:00,BROKENH1,53.0415
2019/08/21 12:00:00,BW01,340.84997999999996
2019/08/21 12:00:00,BW02,493.25
2019/08/21 12:00:00,BW03,454.52502000000004
2019/08/21 12:00:00,BW04,0.0
2019/08/21 12:00:00,CALL_B_1,280.39999
2019/08/21 12:00:00,CALL_B_2,219.40001
2019/08/21 12:00:00,CETHANA,76.09062
2019/08/21 12:00:00,CG1,0.0
2019/08/21 12:00:00,CG2,0.0
2019/08/21 12:00:00,CG3,0.0
2019/08/21 12:00:00,CG4,0.0
2019/08/21 12:00:00,CHILDSF1,40.04
2019/08/21 12:00:00,CLARESF1,2.0832599999999997
2019/08/21 12:00:00,CLEMGPWF,7.92385
2019/08/21 12:00:00,CLERMSF1,0.59
2019/08/21 12:00:00,COLEASF1,99.1
2019/08/21 12:00:00,COOPGWF1,26.530179999999998
2019/08/21 12:00:00,CPP_3,292.875
2019/08/21 12:00:00,CPP_4,300.57501
2019/08/21 12:00:00,CPSA,141.78438
2019/08/21 12:00:00,CROOKWF2,89.75375
2019/08/21 12:00:00,CROWLWF1,48.87962
2019/08/21 12:00:00,CSPVPS1,0.567
2019/08/21 12:00:00,DALNTH01,0.0
2019/08/21 12:00:00,DALNTHL1,0.09308
2019/08/21 12:00:00,DARTM1,0.0
2019/08/21 12:00:00,DAYDSF1,111.273
2019/08/21 12:00:00,DDPS1,0.0
2019/08/21 12:00:00,DDSF1,0.0
2019/08/21 12:00:00,DEVILS_G,0.0
2019/08/21 12:00:00,DG_NSW1,0.0
2019/08/21 12:00:00,DG_QLD1,0.0
2019/08/21 12:00:00,DG_SA1,0.0
2019/08/21 12:00:00,DG_TAS1,0.0
2019/08/21 12:00:00,DG_VIC1,0.0
2019/08/21 12:00:00,DRYCGT1,0.0
2019/08/21 12:00:00,DRYCGT2,0.0
2019/08/21 12:00:00,DRYCGT3,0.0
2019/08/21 12:00:00,EILDON1,0.0
2019/08/21 12:00:00,EILDON2,0.0
2019/08/21 12:00:00,EMERASF1,64.46
2019/08/21 12:00:00,ER01,359.375
2019/08/21 12:00:00,ER02,427.09997999999996
2019/08/21 12:00:00,ER03,685.52502
2019/08/21 12:00:00,ER04,358.32495
2019/08/21 12:00:00,FINLYSF1,0.4725
2019/08/21 12:00:00,FISHER,45.93
2019/08/21 12:00:00,GANNBG1,5.56374
2019/08/21 12:00:00,GANNBL1,0.0
2019/08/21 12:00:00,GANNSF1,18.2
2019/08/21 12:00:00,GORDON,0.0
2019/08/21 12:00:00,GSTONE1,109.9
2019/08/21 12:00:00,GSTONE2,110.775
2019/08/21 12:00:00,GSTONE3,110.775
2019/08/21 12:00:00,GSTONE4,135.625
2019/08/21 12:00:00,GSTONE5,136.84999
2019/08/21 12:00:00,GSTONE6,0.0
2019/08/21 12:00:00,GULLRSF1,3.82965
2019/08/21 12:00:00,GULLRWF1,159.1145
2019/08/21 12:00:00,GUNNING1,45.68353
2019/08/21 12:00:00,GUTHEGA,0.0
2019/08/21 12:00:00,HALLWF1,55.99
2019/08/21 12:00:00,HALLWF2,46.78
2019/08/21 12:00:00,HAMISF1,45.3
2019/08/21 12:00:00,HAUGHT11,50.055170000000004
2019/08/21 12:00:00,HAYMSF1,40.71
2019/08/21 12:00:00,HDWF1,40.0
2019/08/21 12:00:00,HDWF2,37.6
2019/08/21 12:00:00,HDWF3,43.8
2019/08/21 12:00:00,HPRG1,18.6
2019/08/21 12:00:00,HPRL1,0.0
2019/08/21 12:00:00,HUMENSW,0.0
2019/08/21 12:00:00,HUMEV,9.4
2019/08/21 12:00:00,HVGTS,0.0
2019/08/21 12:00:00,JBUTTERS,141.5
2019/08/21 12:00:00,JLA01,0.5
2019/08/21 12:00:00,JLA02,0.0
2019/08/21 12:00:00,JLA03,0.1
2019/08/21 12:00:00,JLA04,0.1
2019/08/21 12:00:00,JLB01,0.0
2019/08/21 12:00:00,JLB02,0.1
2019/08/21 12:00:00,JLB03,0.0
2019/08/21 12:00:00,KAREEYA1,21.62
2019/08/21 12:00:00,KAREEYA2,21.9925
2019/08/21 12:00:00,KAREEYA3,0.0
2019/08/21 12:00:00,KAREEYA4,21.7725
2019/08/21 12:00:00,KARSF1,28.8
2019/08/21 12:00:00,KIATAWF1,27.3
2019/08/21 12:00:00,KPP_1,0.0
2019/08/21 12:00:00,KSP1,47.53
2019/08/21 12:00:00,LADBROK1,0.0
2019/08/21 12:00:00,LADBROK2,0.0
2019/08/21 12:00:00,LD01,372.56253
2019/08/21 12:00:00,LD02,377.58746
2019/08/21 12:00:00,LD03,379.01248
2019/08/21 12:00:00,LD04,377.71875
2019/08/21 12:00:00,LEM_WIL,86.16115
2019/08/21 12:00:00,LGAPWF1,3.94
2019/08/21 12:00:00,LILYSF1,94.37183
2019/08/21 12:00:00,LI_WY_CA,147.85985
2019/08/21 12:00:00,LKBONNY2,102.01228
2019/08/21 12:00:00,LKBONNY3,31.98602
2019/08/21 12:00:00,LK_ECHO,0.0
2019/08/21 12:00:00,LNGS1,0.0
2019/08/21 12:00:00,LNGS2,0.0
2019/08/21 12:00:00,LONSDALE,0.0
2019/08/21 12:00:00,LOYYB1,536.84052
2019/08/21 12:00:00,LOYYB2,582.33038
2019/08/21 12:00:00,LYA1,501.0
2019/08/21 12:00:00,LYA2,0.0
2019/08/21 12:00:00,LYA3,560.0
2019/08/21 12:00:00,LYA4,530.0
2019/08/21 12:00:00,MACARTH1,239.79446000000002
2019/08/21 12:00:00,MACKAYGT,0.0
2019/08/21 12:00:00,MACKNTSH,86.15001
2019/08/21 12:00:00,MANSLR1,17.784
2019/08/21 12:00:00,MCKAY1,0.845
2019/08/21 12:00:00,MEADOWBK,33.98162
2019/08/21 12:00:00,MERCER01,122.73799
2019/08/21 12:00:00,MEWF1,67.12934
2019/08/21 12:00:00,MINTARO,0.0
2019/08/21 12:00:00,MOREESF1,47.658
2019/08/21 12:00:00,MORTLK11,0.0
2019/08/21 12:00:00,MORTLK12,0.0
2019/08/21 12:00:00,MP1,274.40002000000004
2019/08/21 12:00:00,MP2,0.0
2019/08/21 12:00:00,MPP_1,275.75
2019/08/21 12:00:00,MPP_2,379.75
2019/08/21 12:00:00,MSTUART1,0.0
2019/08/21 12:00:00,MSTUART2,0.0
2019/08/21 12:00:00,MSTUART3,0.0
2019/08/21 12:00:00,MTGELWF1,64.42915
2019/08/21 12:00:00,MURRAY,0.0
2019/08/21 12:00:00,MUSSELR1,160.0
2019/08/21 12:00:00,MUWAWF1,55.64
2019/08/21 12:00:00,NBHWF1,47.8
2019/08/21 12:00:00,NPS,0.0
2019/08/21 12:00:00,NUMURSF1,55.77
2019/08/21 12:00:00,NYNGAN1,101.5
2019/08/21 12:00:00,OAKEY1,0.0
2019/08/21 12:00:00,OAKEY1SF,21.012
2019/08/21 12:00:00,OAKEY2,0.0
2019/08/21 12:00:00,OAKLAND1,50.6
2019/08/21 12:00:00,OSB-AG,0.0
2019/08/21 12:00:00,PARSF1,20.50001
2019/08/21 12:00:00,POAT110,0.0
2019/08/21 12:00:00,POAT220,0.0
2019/08/21 12:00:00,POR01,0.0
2019/08/21 12:00:00,POR03,0.0
2019/08/21 12:00:00,PPCCGT,182.94766
2019/08/21 12:00:00,PTSTAN1,0.0
2019/08/21 12:00:00,PUMP1,0.0
2019/08/21 12:00:00,PUMP2,0.0
2019/08/21 12:00:00,QPS1,0.0
2019/08/21 12:00:00,QPS2,0.0
2019/08/21 12:00:00,QPS3,0.0
2019/08/21 12:00:00,QPS4,0.0
2019/08/21 12:00:00,QPS5,0.0
2019/08/21 12:00:00,REECE1,119.03001
2019/08/21 12:00:00,REECE2,117.62001000000001
2019/08/21 12:00:00,ROMA_7,0.0
2019/08/21 12:00:00,ROMA_8,0.0
2019/08/21 12:00:00,RRSF1,107.58068999999999
2019/08/21 12:00:00,RT_NSW1,0.0
2019/08/21 12:00:00,RT_NSW2,0.0
2019/08/21 12:00:00,RT_NSW3,0.0
2019/08/21 12:00:00,RT_NSW4,0.0
